-149.539,0.0000000
-148.727,0.0000000
-147.914,0.0016874582
-147.102,-0.074885365
-146.289,0.093392120
-145.476,-0.15892547
-144.664,-0.052241164
-143.851,-0.0046424157
-143.039,0.062597433
-142.226,0.0058658604
-141.414,0.078102670
-140.601,0.066465184
-139.788,0.11731896
-138.976,0.015823873
-138.163,-0.042760692
-137.351,0.075683267
-136.538,-0.034908338
-135.726,0.046620790
-134.913,0.015368794
-134.101,-0.053928983
-133.288,0.075747142
-132.475,-0.029589305
-131.663,-0.084778871
-130.850,-0.019751385
-130.038,-0.024309736
-129.225,-0.039423233
-128.413,0.023869019
-127.600,0.0070923949
-126.787,-0.031755993
-125.975,-0.023856945
-125.162,-0.035322703
-124.350,-0.035917545
-123.537,-0.079495704
-122.725,-0.082902735
-121.912,0.034125939
-121.099,-0.042764172
-120.287,0.030718103
-119.474,0.14018000
-118.662,0.025662848
-117.849,0.020732632
-117.037,0.051102995
-116.224,0.078155139
-115.412,0.021449405
-114.599,-0.028319348
-113.786,-0.096005383
-112.974,-0.066547389
-112.161,0.0013401012
-111.349,0.070149952
-110.536,0.085612440
-109.724,-0.039299584
-108.911,0.012127052
-108.098,-0.023192460
-107.286,0.062248633
-106.473,-0.0031213597
-105.661,-0.023247923
-104.848,-0.047653173
-104.036,0.036378263
-103.223,-0.054762888
-102.410,0.029014739
-101.598,-0.081388799
-100.785,0.048377770
-99.9728,-0.096756831
-99.1602,-0.095665926
-98.3476,0.10650171
-97.5351,0.033243381
-96.7225,-0.018017693
-95.9099,0.019801645
-95.0974,0.027005451
-94.2848,-0.014459864
-93.4722,0.052111721
-92.6597,0.028190380
-91.8471,0.017712938
-91.0345,-0.024364785
-90.2220,-0.060423003
-89.4094,0.0012142065
-88.5969,-0.012841968
-87.7843,0.0018396626
-86.9717,0.0078243994
-86.1592,0.030423923
-85.3466,0.16399127
-84.5340,-0.046735042
-83.7215,-0.034350425
-82.9089,0.088131794
-82.0963,-0.030154516
-81.2838,-0.033332304
-80.4712,0.036025744
-79.6586,-0.085344461
-78.8461,-0.043444065
-78.0335,0.023570862
-77.2209,0.0062712914
-76.4084,-0.035035584
-75.5958,0.054964713
-74.7832,-0.058888352
-73.9707,-0.065975723
-73.1581,-0.074353556
-72.3455,-0.051669924
-71.5330,0.035109325
-70.7204,0.10777763
-69.9078,-0.076434911
-69.0953,0.017778349
-68.2827,-0.016095453
-67.4701,0.027200327
-66.6576,0.037069156
-65.8450,0.020472988
-65.0324,-0.12061906
-64.2199,-0.053159087
-63.4073,0.092268096
-62.5948,0.013541096
-61.7822,-0.041030027
-60.9696,-0.034021118
-60.1571,-0.017801849
-59.3445,0.040962030
-58.5319,0.015104964
-57.7194,-0.058464153
-56.9068,-0.090517185
-56.0942,0.022035771
-55.2817,0.14456551
-54.4691,0.0089009802
-53.6565,0.027132875
-52.8440,-0.027850671
-52.0314,0.068860362
-51.2188,0.10330962
-50.4063,-0.031899693
-49.5937,-0.0071885283
-48.7811,0.064594030
-47.9686,0.019601235
-47.1560,0.030766565
-46.3434,0.093745087
-45.5309,-0.053296355
-44.7183,-0.091556951
-43.9057,-0.0048715003
-43.0932,0.079556161
-42.2806,0.062712748
-41.4680,-0.027896016
-40.6555,-0.025732539
-39.8429,0.039564657
-39.0303,-0.12291699
-38.2178,-0.047133544
-37.4052,-0.078203993
-36.5927,-0.12679105
-35.7801,-0.080723898
-34.9675,0.018003825
-34.1550,-0.071055572
-33.3424,-0.064704827
-32.5298,-0.089768260
-31.7173,0.11005394
-30.9047,0.065759880
-30.0921,0.015610660
-29.2796,0.0017623365
-28.4670,0.069178470
-27.6544,-0.076367412
-26.8419,-0.052824761
-26.0293,-4.0820265e-05
-25.2167,0.0029684395
-24.4042,-0.017882311
-23.5916,0.031220308
-22.7790,-0.067361299
-21.9665,0.010014949
-21.1539,-0.011400542
-20.3413,0.069526161
-19.5288,0.045488035
-18.7162,0.070680605
-17.9036,0.0047590829
-17.0911,-0.00067801337
-16.2785,0.058441596
-15.4659,0.041885490
-14.6534,0.20511336
-13.8408,0.0047082811
-13.0283,0.033177610
-12.2157,0.082968087
-11.4031,-0.064654736
-10.5906,-0.10480700
-9.77799,-0.030653544
-8.96542,0.046099029
-8.15286,0.022572125
-7.34029,0.047857941
-6.52773,-0.021339153
-5.71516,-0.0024520769
-4.90260,-0.060846446
-4.09003,-0.098486571
-3.27746,-0.15564047
-2.46490,-0.23557953
-1.65233,-0.25456423
-0.839767,0.070244477
-0.0272016,-0.14531677
0.785364,0.013706188
1.59793,-0.11852559
2.41050,-0.11289450
3.22306,0.10244763
4.03563,0.050401908
4.84819,-0.0035381219
5.66076,-0.087991004
6.47332,-0.072113213
7.28589,-0.091568830
8.09845,0.18330283
8.91102,0.079915356
9.72359,-0.017575850
10.5362,0.023423370
11.3487,0.12480201
12.1613,0.042539243
12.9738,-0.066222102
13.7864,0.040995888
14.5990,0.083264266
15.4115,0.057960645
16.2241,0.096847483
17.0367,-0.042799310
17.8492,0.043189567
18.6618,-0.0067119467
19.4744,-0.016860062
20.2869,-0.11992884
21.0995,0.036476208
21.9121,-0.024337838
22.7246,-0.084996744
23.5372,0.014602217
24.3498,0.043017005
25.1623,-0.0081931193
25.9749,-0.056297284
26.7875,0.027125629
27.6000,0.0054347262
28.4126,0.044674938
29.2252,-0.064537458
30.0377,-0.049713173
30.8503,-0.016705723
31.6629,-0.097994671
32.4754,0.097421030
33.2880,0.032155698
34.1006,0.023396380
34.9131,-0.065465097
35.7257,-0.045518956
36.5382,0.050956530
37.3508,-0.054528814
38.1634,0.043654620
38.9759,0.047364191
39.7885,-0.046962498
40.6011,-0.0030772220
41.4136,-0.058311998
42.2262,0.10635667
43.0388,0.060163152
43.8513,0.046665077
44.6639,0.0000000
45.4765,0.0000000
46.2890,0.0000000
47.1016,0.0000000
47.9142,0.0000000
48.7267,0.0000000
49.5393,0.0000000
50.3519,0.0000000
51.1644,0.0000000
51.9770,0.0000000
52.7896,0.0000000
53.6021,0.0000000
54.4147,0.0000000
55.2273,0.0000000
56.0398,0.0000000
56.8524,0.0000000
57.6650,0.0000000
